Ascii Data Listing

Data listed on 10/24/23 17:30:26
file F:/PolyU/STM/SnTe/19 Oct 2023/Sb_SnTe_HOPG_PtIr_LT_2023_10_24_11_22_10_281.sm4, 10/24/23 11:13:31

Data Listing of Primary axis

 Plot Number: 1

	LIA Current, Bias 0.500 V, Setpoint 100.000 pA
	; ; 

8 lines of 1001 points, x units V y units A
LIA Current
Raw Data

DATA TABLE 3
	                	Amplitude       	Amplitude       	Amplitude       	Amplitude       	Amplitude       	Amplitude       	Amplitude       	Amplitude       
	1x V            	1y3 A           	1y4 A           	1y5 A           	1y6 A           	1y7 A           	1y8 A           
	X_pixel         	3.0679689e-07   	3.0679689e-07   	3.0679689e-07   	3.0679689e-07   	3.0679689e-07   	3.0679689e-07   
	Y_pixel         	4.9123798e-07   	4.9123798e-07   	4.9123798e-07   	4.9123798e-07   	4.9123798e-07   	4.9123798e-07   
	+2.0999968e-02  	-5.0883738e-13  	-5.5118930e-13  	-3.1217466e-13  	-4.7758222e-13  	-5.4660719e-13  	-6.1341096e-13  
	+1.9999981e-02  	-5.0683508e-13  	-4.0658750e-13  	-5.2191785e-13  	-5.0996430e-13  	-5.4916369e-13  	-5.1715874e-13  
	+1.8999964e-02  	-5.7637689e-13  	-5.5529176e-13  	-4.5616180e-13  	-4.5847614e-13  	-5.8975069e-13  	-6.2416305e-13  
	+1.7999977e-02  	-5.8591830e-13  	-5.8292878e-13  	-3.8520898e-13  	-3.5806094e-13  	-5.0473493e-13  	-6.3888727e-13  
	+1.6999990e-02  	-4.2413360e-13  	-5.7548286e-13  	-2.9346439e-13  	-5.5870971e-13  	-6.3570682e-13  	-7.6544934e-13  
	+1.5999973e-02  	-5.4575501e-13  	-6.3219108e-13  	-4.1337683e-13  	-5.8135484e-13  	-5.7330356e-13  	-7.6725150e-13  
	+1.4999986e-02  	-4.8841817e-13  	-5.0824134e-13  	-4.6440868e-13  	-5.5280514e-13  	-5.4703562e-13  	-4.4295099e-13  
	+1.3999969e-02  	-4.7443435e-13  	-5.6545713e-13  	-3.4391413e-13  	-3.9843842e-13  	-5.5278649e-13  	-6.9699715e-13  
	+1.2999982e-02  	-4.9857422e-13  	-4.4124201e-13  	-3.8014725e-13  	-6.0925261e-13  	-5.4465140e-13  	-6.3413288e-13  
	+1.1999965e-02  	-6.4560678e-13  	-4.3675304e-13  	-3.7107150e-13  	-4.3909996e-13  	-5.6237914e-13  	-6.9055238e-13  
	+1.0999978e-02  	-4.7319570e-13  	-5.6268645e-13  	-4.6997329e-13  	-5.4178293e-13  	-3.8694124e-13  	-6.4768828e-13  
	+9.9999905e-03  	-4.9239492e-13  	-5.4514498e-13  	-3.5048462e-13  	-5.2159188e-13  	-4.2998233e-13  	-6.2173698e-13  
	+8.9999735e-03  	-5.0479082e-13  	-5.6784601e-13  	-4.0254556e-13  	-6.3916667e-13  	-6.9558156e-13  	-6.6662675e-13  
	+7.9999864e-03  	-6.3464511e-13  	-4.6087429e-13  	-4.7432257e-13  	-6.1980450e-13  	-5.7063067e-13  	-7.6202673e-13  
	+6.9999695e-03  	-6.4330176e-13  	-5.4141972e-13  	-5.1215759e-13  	-5.5259096e-13  	-4.6393369e-13  	-6.6994224e-13  
	+5.9999824e-03  	-5.0195492e-13  	-3.8559084e-13  	-4.6691389e-13  	-6.5268483e-13  	-4.9535652e-13  	-5.7612080e-13  
	+4.9999654e-03  	-4.6530271e-13  	-5.5750830e-13  	-4.6439469e-13  	-4.4061803e-13  	-6.6121110e-13  	-6.7961403e-13  
	+3.9999783e-03  	-5.2688176e-13  	-4.3124426e-13  	-4.9858820e-13  	-5.2012501e-13  	-3.3501535e-13  	-6.6799111e-13  
	+2.9999912e-03  	-6.3742978e-13  	-3.8865954e-13  	-3.0799769e-13  	-6.0671477e-13  	-5.1229724e-13  	-6.9018917e-13  
	+1.9999743e-03  	-3.8957222e-13  	-5.8990437e-13  	-5.3066758e-13  	-5.6492631e-13  	-4.8018989e-13  	-6.1803031e-13  
	+9.9998713e-04  	-5.0766861e-13  	-5.5911487e-13  	-3.6132523e-13  	-5.7111493e-13  	-4.3949111e-13  	-5.5349432e-13  
	+0.0000000e+00  	-4.9240419e-13  	-6.0165300e-13  	-4.9402469e-13  	-4.8201064e-13  	-4.6748201e-13  	-6.3995830e-13  
	-1.0000467e-03  	-5.3917060e-13  	-4.9344730e-13  	-2.5016721e-13  	-5.0884205e-13  	-3.7388875e-13  	-6.3921324e-13  
	-2.0000339e-03  	-4.0431506e-13  	-5.5393206e-13  	-3.1539238e-13  	-5.7618602e-13  	-4.5729799e-13  	-7.0874578e-13  
	-3.0000210e-03  	-5.8498231e-13  	-5.1374080e-13  	-5.0181056e-13  	-5.3240452e-13  	-2.3075845e-13  	-6.6719015e-13  
	-4.0000081e-03  	-6.1719212e-13  	-6.5183731e-13  	-5.9701967e-13  	-5.3671656e-13  	-4.7969164e-13  	-5.6349673e-13  
	-4.9999952e-03  	-4.8241576e-13  	-4.3198932e-13  	-3.9652456e-13  	-4.0479469e-13  	-4.8130749e-13  	-8.2617160e-13  
	-6.0000420e-03  	-5.1462556e-13  	-2.7584844e-13  	-2.8391368e-13  	-4.5357736e-13  	-5.4485165e-13  	-7.0079695e-13  
	-7.0000291e-03  	-5.5724755e-13  	-3.3976511e-13  	-3.6794228e-13  	-4.9004334e-13  	-3.6116688e-13  	-6.6771637e-13  
	-8.0000162e-03  	-5.5628831e-13  	-4.5835043e-13  	-3.5731121e-13  	-6.3270331e-13  	-3.6465934e-13  	-6.9400296e-13  
	-9.0000033e-03  	-5.3469089e-13  	-5.2079093e-13  	-2.2384804e-13  	-4.5645979e-13  	-3.3694320e-13  	-6.2348786e-13  
	-1.0000050e-02  	-4.2968895e-13  	-5.4183416e-13  	-2.7896836e-13  	-4.9958469e-13  	-2.8252601e-13  	-7.6727941e-13  
	-1.1000037e-02  	-2.1337531e-13  	-2.8704759e-13  	-4.8160087e-13  	-5.4243486e-13  	-2.2857915e-13  	-6.4145775e-13  
	-1.2000024e-02  	-4.7714447e-13  	-4.8223415e-13  	-4.1744207e-13  	-4.9235301e-13  	-3.7048012e-13  	-6.9413800e-13  
	-1.3000011e-02  	-4.4917222e-13  	-4.5040623e-13  	-2.7213244e-13  	-4.7476498e-13  	-2.4459791e-13  	-5.6067016e-13  
	-1.3999999e-02  	-5.1389448e-13  	-4.6436677e-13  	-2.8510113e-13  	-4.7617124e-13  	-2.0420644e-13  	-5.3707044e-13  
	-1.5000045e-02  	-4.4750049e-13  	-5.9044452e-13  	-3.3931340e-13  	-6.0118268e-13  	-4.1635708e-13  	-6.1902680e-13  
	-1.6000032e-02  	-5.5572018e-13  	-4.2441300e-13  	-2.9261690e-13  	-5.5575743e-13  	-2.2266992e-13  	-6.1516650e-13  
	-1.7000020e-02  	-6.1719678e-13  	-4.1794031e-13  	-2.3268163e-13  	-5.8234201e-13  	-2.0716805e-13  	-4.7052276e-13  
	-1.8000007e-02  	-4.8838554e-13  	-5.0593167e-13  	-3.4479423e-13  	-4.5856461e-13  	-1.8918421e-13  	-3.1304546e-13  
	-1.9000053e-02  	-3.9736275e-13  	-3.7950464e-13  	-2.6406253e-13  	-4.1096472e-13  	-2.3979692e-13  	-4.7655776e-13  
	-2.0000041e-02  	-5.1796436e-13  	-4.5376363e-13  	-3.6028681e-13  	-4.4579152e-13  	-2.5240704e-13  	-5.2672813e-13  
	-2.1000028e-02  	-5.4606238e-13  	-4.8416669e-13  	-3.1456817e-13  	-4.3391714e-13  	-1.4859717e-13  	-5.3273981e-13  
	-2.2000015e-02  	-5.4561997e-13  	-3.8467347e-13  	-3.3390242e-13  	-4.1946302e-13  	-2.6100780e-13  	-5.3421129e-13  
	-2.3000002e-02  	-4.4247600e-13  	-3.4516210e-13  	-1.4798250e-13  	-4.8105606e-13  	-3.0838884e-13  	-3.1206290e-13  
	-2.4000049e-02  	-3.0598603e-13  	-4.6856703e-13  	-1.3404992e-13  	-2.5192741e-13  	-3.8912986e-13  	-3.2526905e-13  
	-2.5000036e-02  	-5.0612260e-13  	-3.4004914e-13  	-2.4691691e-13  	-4.6021306e-14  	-3.2501760e-13  	-5.4320784e-13  
	-2.6000023e-02  	-4.5330262e-13  	-4.4972169e-13  	-2.1461863e-13  	-1.3835728e-13  	-4.3195205e-13  	-5.8360397e-13  
	-2.7000010e-02  	-2.9189045e-13  	-4.2107886e-13  	-2.4980866e-13  	-2.6730820e-13  	-3.3164864e-13  	-4.8638323e-13  
	-2.7999997e-02  	-3.6753714e-13  	-3.5014003e-13  	-3.5497359e-13  	-1.3960991e-13  	-2.4184119e-13  	-5.2727760e-13  
	-2.9000044e-02  	-3.7129037e-13  	-3.4432393e-13  	-2.5355258e-13  	-5.3979455e-14  	-1.8566847e-13  	-5.1067679e-13  
	-3.0000031e-02  	-4.3814537e-13  	-3.2038892e-13  	-2.3351983e-13  	-2.4659558e-13  	-3.8475264e-13  	-4.9026218e-13  
	-3.1000018e-02  	-3.8960016e-13  	-2.8902664e-13  	-3.3625866e-13  	-4.3874606e-14  	-2.5553629e-13  	-5.9922689e-13  
	-3.2000005e-02  	-2.9452610e-13  	-3.3666380e-13  	-6.4261259e-14  	-1.0288320e-13  	-3.8646161e-13  	-5.4492614e-13  
	-3.3000052e-02  	-4.9456955e-13  	-2.3638364e-13  	-2.3861417e-13  	-5.8896837e-14  	-4.0994026e-13  	-5.3023455e-13  
	-3.4000039e-02  	-3.4341589e-13  	-3.8774219e-13  	-2.2018329e-13  	-9.4790014e-14  	-3.8777477e-13  	-3.7239865e-13  
	-3.5000026e-02  	-3.1178817e-13  	-2.9154121e-13  	-4.2812897e-14  	+1.4065299e-13  	-2.4891458e-13  	-5.4685862e-13  
	-3.6000013e-02  	-3.1934121e-13  	-1.4975201e-13  	-1.8635299e-13  	+1.2340024e-14  	-3.1607692e-13  	-5.5137091e-13  
	-3.7000000e-02  	-3.2513402e-13  	-2.9147602e-13  	+2.4307520e-14  	-8.8713128e-14  	-2.4123582e-13  	-4.9305612e-13  
	-3.8000047e-02  	-2.4501701e-13  	-1.6511884e-13  	-2.7602538e-13  	+4.3581241e-14  	-3.3858699e-13  	-3.6765355e-13  
	-3.9000034e-02  	-3.1388366e-13  	-3.8886909e-13  	-3.6437995e-14  	-4.1644090e-14  	-3.5861041e-13  	-3.7533231e-13  
	-4.0000021e-02  	-2.3886562e-13  	-3.6842190e-13  	+8.0424362e-14  	+6.4559279e-14  	-8.2575717e-14  	-2.6379246e-13  
	-4.1000009e-02  	-7.6033174e-14  	-1.5405007e-13  	-1.3891607e-13  	-4.3143518e-14  	+2.0563602e-14  	-4.9367547e-13  
	-4.2000055e-02  	-1.1065975e-13  	-2.6466790e-13  	+1.0247808e-13  	+1.1651777e-13  	-1.6673468e-13  	-4.8351010e-13  
	-4.3000042e-02  	-1.8734019e-13  	-2.7527568e-13  	+5.7467262e-14  	+1.2860168e-13  	-1.6367994e-13  	-3.4430065e-13  
	-4.4000030e-02  	-2.4680049e-13  	-1.7957761e-13  	-2.1946617e-13  	-2.9616056e-14  	+5.6191346e-14  	-4.5973343e-13  
	-4.5000017e-02  	-2.0741486e-13  	-2.5873539e-13  	+1.6107224e-14  	-1.4889985e-13  	+5.4772013e-13  	-6.1098950e-13  
	-4.6000004e-02  	-1.6299542e-13  	-2.1762214e-13  	+8.2338230e-14  	+3.6194921e-13  	+5.7511965e-13  	-6.4155555e-13  
	-4.7000051e-02  	-1.2395438e-13  	-2.9863790e-13  	+1.5178695e-13  	+7.4394050e-14  	+4.5629218e-13  	-5.0990841e-13  
	-4.8000038e-02  	-1.5533995e-13  	-1.0263175e-13  	+1.4869030e-13  	+2.5261659e-13  	+3.0850992e-13  	-5.4054428e-13  
	-4.9000025e-02  	-9.6140428e-14  	-2.6291237e-14  	+2.2580847e-13  	+3.0521302e-13  	+5.2299349e-13  	-2.7346425e-13  
	-5.0000012e-02  	-1.4313031e-13  	-5.3523107e-14  	+1.2116972e-13  	+2.5236047e-13  	+4.6941915e-13  	-3.1074974e-13  
	-5.0999999e-02  	-1.6447157e-13  	-1.8480234e-13  	+2.7185770e-13  	+4.5613849e-13  	+3.1070318e-13  	-2.6261900e-13  
	-5.2000046e-02  	-1.0170043e-13  	-1.5978702e-13  	+1.3102312e-13  	+2.8497539e-13  	+3.1339471e-13  	-2.6920344e-13  
	-5.3000033e-02  	+1.0363758e-13  	-8.6654906e-14  	-8.1723551e-15  	+8.7516379e-14  	-5.7127324e-14  	-1.3529323e-13  
	-5.4000020e-02  	-3.4854748e-14  	-3.4919008e-13  	+4.2009633e-13  	-2.0493754e-14  	+1.8257647e-13  	-2.2022519e-13  
	-5.5000007e-02  	-1.2230128e-13  	-1.7161015e-13  	+2.0997598e-13  	-6.7213548e-14  	+3.7033576e-13  	-2.6158521e-13  
	-5.6000054e-02  	-1.9348226e-14  	-2.0177104e-13  	+7.2773547e-14  	+1.0519289e-13  	+2.1935440e-13  	-4.3302775e-13  
	-5.7000041e-02  	-6.2803739e-14  	-4.3711623e-14  	+1.7009210e-13  	+6.1751345e-14  	+2.0332168e-13  	-5.2667224e-13  
	-5.8000028e-02  	-6.3092448e-14  	-1.6822013e-13  	+2.4559442e-13  	+4.6114435e-14  	+7.5893474e-14  	-4.7258568e-13  
	-5.9000015e-02  	-1.7170328e-13  	-2.2959428e-13  	+2.0417850e-13  	+1.4528632e-13  	+1.5767291e-14  	-4.8051585e-13  
	-6.0000002e-02  	-6.0126187e-14  	-1.0044314e-14  	+5.1772222e-14  	+1.1943281e-13  	-1.6052276e-13  	-5.2749179e-13  
	-6.1000049e-02  	+3.2554380e-14  	-7.9753810e-14  	-8.2049515e-15  	-1.1490658e-13  	-2.7721749e-13  	-4.9635301e-13  
	-6.2000036e-02  	+1.0044314e-14  	-1.8153805e-13  	-3.2456592e-15  	+1.9916333e-14  	-2.2295397e-13  	-2.7919187e-13  
	-6.3000023e-02  	-1.9462779e-13  	-5.4673290e-14  	+2.1051150e-13  	-8.5309144e-15  	-1.2625475e-13  	-1.4942140e-13  
	-6.4000010e-02  	-1.0394957e-13  	-2.1157787e-13  	+1.8570106e-13  	-1.2633391e-13  	-1.2254343e-13  	-3.2681041e-13  
	-6.4999998e-02  	-6.6896900e-14  	-1.1277851e-13  	+4.8030167e-13  	+1.1445955e-14  	+1.8972904e-13  	-7.1958640e-14  
	-6.6000044e-02  	+1.9175931e-14  	+1.6712583e-14  	+2.4988315e-13  	-1.1567957e-13  	+1.5966594e-13  	-3.4121330e-13  
	-6.7000031e-02  	-1.2759119e-15  	-5.0729142e-14  	+2.1624845e-13  	-3.2706186e-13  	+5.9311280e-14  	-1.6022939e-13  
	-6.8000019e-02  	-1.3047829e-14  	-5.3108671e-14  	+1.2769829e-13  	-1.3935845e-13  	-1.1032913e-13  	-3.3481046e-15  
	-6.9000006e-02  	+3.9492735e-14  	-2.9679853e-13  	+3.4784899e-15  	-2.3133587e-13  	+1.2805219e-13  	-2.9600690e-13  
	-7.0000052e-02  	-1.8607825e-14  	-2.3129396e-13  	+2.2694935e-13  	-2.7660281e-14  	+3.8333703e-13  	-3.6447774e-13  
	-7.1000040e-02  	-1.2208243e-13  	-9.5264982e-14  	+3.4361145e-13  	-7.8231096e-14  	+9.3132257e-16  	-3.8594938e-13  
	-7.2000027e-02  	-7.4957496e-14  	-9.0370887e-14  	+8.3087942e-14  	-2.0464883e-13  	+9.1306865e-14  	-4.5346097e-13  
	-7.3000014e-02  	-2.3334287e-14  	-8.5043721e-14  	+7.3029656e-14  	-1.0974240e-13  	-2.1287240e-13  	-1.8223655e-13  
	-7.4000001e-02  	-1.4839228e-13  	-3.4319236e-15  	+2.5364571e-13  	-6.8871304e-15  	-1.7742626e-13  	-2.2366642e-13  
	-7.5000048e-02  	-1.6245059e-13  	+1.1795201e-14  	+3.4593978e-14  	+2.7692877e-14  	+2.9403251e-13  	-2.9799064e-13  
	-7.6000035e-02  	-2.9555522e-13  	-1.1113472e-13  	+2.7574598e-13  	-7.7029691e-14  	+1.0163058e-13  	-1.2550968e-13  
	-7.7000022e-02  	-1.0403804e-13  	-6.2389296e-14  	-1.1683441e-14  	+2.9322692e-14  	-2.0251609e-14  	-1.4524441e-13  
	-7.8000009e-02  	-6.6799112e-14  	-8.1392934e-14  	+3.6307610e-14  	+3.9779581e-13  	-5.2307734e-14  	+8.9486131e-14  
	-7.9000056e-02  	-1.0427087e-13  	-1.3842248e-13  	+5.4835807e-13  	+4.1421502e-13  	+4.3045730e-14  	-9.5064751e-14  
	-8.0000043e-02  	-9.1684052e-14  	-9.0622341e-14  	+4.0470155e-13  	+4.2593571e-13  	+1.5255994e-13  	-3.0118971e-13  
	-8.1000030e-02  	-5.2219256e-14  	-1.6752165e-13  	+5.1150100e-13  	+2.7371570e-13  	+3.2310374e-13  	-3.1931326e-13  
	-8.2000017e-02  	-9.3108972e-14  	-1.0570511e-13  	+4.8700253e-13  	+3.6251731e-13  	+1.5733763e-13  	-3.3518766e-13  
	-8.3000004e-02  	-1.6120262e-13  	-1.8576160e-13  	+6.8426596e-13  	+2.1708198e-13  	+3.2132025e-13  	-1.9781757e-13  
	-8.4000051e-02  	-1.0753516e-13  	-1.5259255e-13  	+6.3081739e-13  	+8.5053031e-14  	+3.0020252e-13  	-2.9873567e-13  
	-8.5000038e-02  	+4.8289077e-15  	-2.3321715e-13  	+6.1406755e-13  	+8.2887710e-14  	-6.8680386e-14  	-2.7823729e-13  
	-8.6000025e-02  	+7.7374278e-14  	+5.6670980e-14  	+5.8486126e-13  	+2.6887282e-14  	-5.5730343e-14  	-3.9245934e-13  
	-8.7000012e-02  	-1.1646654e-13  	-1.1031981e-13  	+5.6933614e-13  	+1.8529594e-13  	-2.5470275e-13  	-1.3818498e-13  
	-8.8000000e-02  	-1.9579660e-13  	-2.0992011e-13  	+4.6468341e-13  	+3.0171593e-13  	+1.3432932e-13  	-2.8479844e-13  
	-8.9000046e-02  	-1.5579630e-13  	-4.6221538e-14  	+5.1462090e-13  	+3.8736966e-13  	-2.3278872e-13  	-2.2711698e-13  
	-9.0000033e-02  	-1.4256220e-13  	-1.5274621e-13  	+6.0285907e-13  	+5.1262320e-13  	-1.9221567e-13  	-2.9342715e-13  
	-9.1000021e-02  	-1.3885089e-13  	-2.8796494e-14  	+4.9316790e-13  	+4.6255534e-13  	-1.5168917e-13  	-3.2163226e-13  
	-9.2000008e-02  	-5.7970176e-14  	-1.5013851e-13  	+5.8745034e-13  	+4.0183774e-13  	-1.8788501e-13  	-3.0403027e-13  
	-9.3000054e-02  	-2.5108457e-14  	-1.4080666e-13  	+5.2330086e-13  	+6.0894527e-14  	+5.4840928e-14  	-3.5237522e-13  
	-9.4000041e-02  	-8.9267271e-14  	-4.7846696e-14  	+4.7694894e-13  	+4.2747707e-15  	+2.8598589e-13  	-1.7059501e-13  
	-9.5000029e-02  	-8.8298692e-14  	+3.4365804e-15  	+6.1498956e-13  	-7.0817768e-14  	+3.3100600e-13  	-3.8807279e-13  
	-9.6000016e-02  	+5.3746626e-14  	+3.7252902e-14  	+5.6575518e-13  	+3.3717137e-13  	+4.3220351e-13  	-2.9371121e-13  
	-9.7000003e-02  	-2.5629997e-14  	-4.5807101e-14  	+6.7762565e-13  	-3.1755772e-13  	+3.8858502e-13  	-4.3429434e-13  
	-9.8000050e-02  	+6.7069194e-14  	-1.1237338e-13  	+4.0667131e-13  	+1.4982652e-13  	+7.3635020e-14  	-2.6147812e-13  
	-9.9000037e-02  	+9.7313894e-14  	-3.3504331e-14  	+6.4612833e-13  	+7.3197294e-14  	+3.2388605e-13  	-3.1013972e-13  
	-1.0000002e-01  	+9.1488476e-14  	-7.8664160e-14  	+6.8985854e-13  	-7.1511604e-14  	-1.1269003e-13  	-2.3242552e-13  
	-1.0100001e-01  	+1.0715798e-13  	-9.1083350e-14  	+7.6800117e-13  	+1.0618474e-13  	-2.9001384e-13  	-3.3576508e-13  
	-1.0200006e-01  	-2.7986244e-15  	+5.5781565e-14  	+5.5611597e-13  	+3.0568335e-13  	-1.5095808e-13  	-2.9444229e-13  
	-1.0300004e-01  	+3.4058466e-14  	+1.2685545e-13  	+7.0482959e-13  	+2.1729618e-13  	-1.6489532e-13  	-1.5328639e-13  
	-1.0400003e-01  	+1.3047829e-14  	+8.0494212e-14  	+8.0154275e-13  	+5.1987825e-13  	+6.6370703e-14  	-1.8040650e-13  
	-1.0500002e-01  	+3.1772070e-13  	+2.1380372e-13  	+7.1348157e-13  	+9.1176481e-15  	-3.4398398e-14  	-2.7774368e-13  
	-1.0600001e-01  	+1.0109041e-13  	+4.0968880e-14  	+5.5245587e-13  	+2.2848601e-13  	-1.5358906e-13  	-1.6078352e-13  
	-1.0700005e-01  	+2.4612528e-13  	+1.0773074e-13  	+7.1652233e-13  	+5.4508449e-13  	+2.3711472e-13  	-1.8907711e-13  
	-1.0800004e-01  	+3.8360710e-13  	+2.2007152e-13  	+5.9084503e-13  	+4.8793852e-13  	-1.2167729e-14  	-3.4087804e-13  
	-1.0900003e-01  	+1.3202895e-13  	+3.3811665e-14  	+7.7623406e-13  	+5.4789707e-13  	+1.7806421e-13  	-1.6408041e-13  
	-1.1000001e-01  	+1.8961727e-13  	+3.8729050e-14  	+6.4542517e-13  	+7.1905085e-13  	+3.1969045e-13  	-1.6932376e-13  
	-1.1100000e-01  	+7.7662987e-14  	+3.2268930e-13  	+6.5488739e-13  	+8.2737300e-13  	+9.2755068e-14  	-1.0295771e-14  
	-1.1200005e-01  	+1.6582198e-14  	+1.5016180e-13  	+1.0377727e-12  	+9.3220733e-13  	+3.4548807e-13  	+1.5180558e-15  
	-1.1300004e-01  	+2.4377833e-13  	+3.8533936e-13  	+4.8653686e-13  	+1.0886044e-12  	+3.0327122e-13  	+7.5460410e-14  
	-1.1400002e-01  	+2.2388530e-13  	+1.6804784e-13  	+4.1074118e-13  	+9.8111103e-13  	+1.3019424e-13  	+6.5378841e-14  
	-1.1500001e-01  	+3.9927661e-13  	+1.8935651e-13  	+6.3704326e-13  	+1.2968154e-12  	+2.9147602e-13  	+5.7090075e-14  
	-1.1600006e-01  	+4.3193810e-13  	+3.9896927e-13  	+5.9146432e-13  	+1.3199216e-12  	+2.8579030e-13  	+2.6985537e-13  
	-1.1700004e-01  	+3.2482667e-13  	+2.9179732e-13  	+9.8859896e-13  	+1.3676565e-12  	+8.9589507e-13  	+1.0116491e-13  
	-1.1800003e-01  	+2.4008565e-13  	+4.7261826e-13  	+7.1314628e-13  	+1.3186643e-12  	+1.2999633e-12  	+4.4966583e-13  
	-1.1900002e-01  	+3.9455480e-13  	+4.2125117e-13  	+9.8663851e-13  	+1.4376082e-12  	+9.7857323e-13  	+8.0373140e-14  
	-1.2000000e-01  	+4.0181912e-13  	+3.8772354e-13  	+1.3508369e-12  	+1.6468717e-12  	+1.2093503e-12  	+2.1038577e-14  
	-1.2100005e-01  	+4.7375450e-13  	+5.1248816e-13  	+1.6852236e-12  	+1.3249553e-12  	+7.5760763e-13  	+3.5184434e-13  
	-1.2200004e-01  	+3.9614736e-13  	+5.8778096e-13  	+1.2947666e-12  	+1.2841821e-12  	+7.5107905e-13  	+3.7810299e-13  
	-1.2300003e-01  	+4.9811322e-13  	+4.0068757e-13  	+1.5651341e-12  	+1.1010981e-12  	+1.0116166e-12  	+5.4664910e-13  
	-1.2400001e-01  	+3.7783291e-13  	+6.5821686e-13  	+1.6732979e-12  	+1.3526482e-12  	+1.3332814e-12  	+5.1032751e-13  
	-1.2500000e-01  	+5.5198093e-13  	+4.6545640e-13  	+1.6287202e-12  	+1.3957172e-12  	+9.4101300e-13  	+4.4796615e-13  
	-1.2600005e-01  	+6.0298012e-13  	+6.6472218e-13  	+1.5118066e-12  	+1.5292363e-12  	+8.9155978e-13  	+6.6925773e-13  
	-1.2700003e-01  	+8.5538255e-13  	+7.5085554e-13  	+1.5143352e-12  	+1.6081566e-12  	+1.3859012e-12  	+4.9864409e-13  
	-1.2800002e-01  	+6.9307629e-13  	+6.7995398e-13  	+1.6292836e-12  	+1.4846958e-12  	+1.7310632e-12  	+3.2910147e-13  
	-1.2900001e-01  	+6.8445689e-13  	+8.2921701e-13  	+1.6132370e-12  	+1.6608462e-12  	+1.8447171e-12  	+4.7330743e-13  
	-1.3000005e-01  	+7.2896013e-13  	+8.1870703e-13  	+1.5254691e-12  	+1.5901821e-12  	+1.5987922e-12  	-1.2139790e-14  
	-1.3100004e-01  	+7.0326031e-13  	+7.5078566e-13  	+1.6311463e-12  	+1.3399078e-12  	+1.4976552e-12  	+3.4707599e-13  
	-1.3200003e-01  	+9.2667529e-13  	+1.0968046e-12  	+1.3142638e-12  	+1.4442904e-12  	+1.7030118e-12  	+4.5659022e-13  
	-1.3300002e-01  	+7.8853222e-13  	+1.0374002e-12  	+1.4870800e-12  	+2.4235249e-12  	+1.2721447e-12  	+4.3679028e-13  
	-1.3400000e-01  	+9.1939227e-13  	+7.4051784e-13  	+2.0028417e-12  	+2.3779832e-12  	+1.3128155e-12  	+8.4558966e-13  
	-1.3500005e-01  	+1.1129258e-12  	+9.2542727e-13  	+2.1452503e-12  	+2.3577269e-12  	+9.9661761e-13  	+7.3964240e-13  
	-1.3600004e-01  	+1.2039300e-12  	+1.1711754e-12  	+1.8220302e-12  	+2.3227277e-12  	+1.8289127e-12  	+2.9275660e-13  
	-1.3700002e-01  	+1.0236213e-12  	+1.1860719e-12  	+2.3670308e-12  	+2.4521025e-12  	+2.1134689e-12  	+5.7062136e-14  
	-1.3800001e-01  	+1.0057073e-12  	+1.1820206e-12  	+1.9868649e-12  	+2.3338059e-12  	+1.9749998e-12  	+7.2410331e-15  
	-1.3900006e-01  	+1.1675991e-12  	+1.1192123e-12  	+1.9913307e-12  	+2.6953173e-12  	+1.3715308e-12  	+8.0205502e-14  
	-1.4000005e-01  	+1.0460988e-12  	+1.2169499e-12  	+2.8464663e-12  	+2.7714298e-12  	+1.7107371e-12  	+2.5315210e-13  
	-1.4100003e-01  	+1.2874649e-12  	+1.6432581e-12  	+2.0864187e-12  	+3.2234890e-12  	+2.0778646e-12  	-3.3294781e-15  
	-1.4200002e-01  	+1.3188319e-12  	+1.2753206e-12  	+2.7284258e-12  	+3.1162939e-12  	+2.2271601e-12  	+4.7972889e-13  
	-1.4300001e-01  	+1.4586420e-12  	+1.4595315e-12  	+2.4173129e-12  	+3.3115828e-12  	+2.9539643e-12  	+5.0832515e-13  
	-1.4400005e-01  	+1.4860742e-12  	+1.6231463e-12  	+2.3916038e-12  	+3.6776394e-12  	+2.8830486e-12  	+9.0399292e-13  
	-1.4500004e-01  	+1.4685839e-12  	+1.3793819e-12  	+3.4260190e-12  	+3.5495404e-12  	+2.7411012e-12  	+6.8868045e-13  
	-1.4600003e-01  	+1.4900136e-12  	+1.6572978e-12  	+2.6466370e-12  	+3.4725200e-12  	+3.4426617e-12  	+7.2896013e-13  
	-1.4700001e-01  	+1.4521461e-12  	+1.7679157e-12  	+2.2518170e-12  	+3.5358034e-12  	+2.7963380e-12  	+6.3217709e-13  
	-1.4800000e-01  	+1.6695261e-12  	+1.6459776e-12  	+2.7693995e-12  	+3.4891907e-12  	+2.4238135e-12  	+1.2998608e-12  
	-1.4900005e-01  	+1.7407304e-12  	+1.8580350e-12  	+2.5080656e-12  	+3.7334857e-12  	+1.9461149e-12  	+1.3959874e-12  
	-1.5000004e-01  	+1.2798514e-12  	+1.9289832e-12  	+3.6842469e-12  	+3.6836510e-12  	+1.2190407e-12  	+1.3447041e-12  
	-1.5100002e-01  	+1.5330407e-12  	+1.8347101e-12  	+3.3930829e-12  	+3.8540503e-12  	+1.7743884e-12  	+1.5402353e-12  
